ZONE T="    0" 
 0.50999999E+00  0.50000000E+00  0.10000000E+01  0.00000000E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.58999997E+00  0.50000000E+00 -0.10000000E+01  0.00000000E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   10" 
 0.42949999E+00  0.45100000E+00 -0.89999998E+00 -0.98000005E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.67049997E+00  0.45100000E+00  0.89999998E+00 -0.98000005E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   20" 
 0.33949999E+00  0.30399998E+00 -0.89999998E+00 -0.19600001E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.76049997E+00  0.30399998E+00  0.89999998E+00 -0.19600001E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   30" 
 0.24949999E+00  0.86488967E-01 -0.89999999E+00  0.25578001E+01  0.10000000E+00  0.44906808E+05  0.00000000E+00
 0.85049997E+00  0.86488967E-01  0.90000000E+00  0.25578001E+01  0.10000000E+00  0.44906808E+05  0.00000000E+00
ZONE T="   40" 
 0.15949999E+00  0.29326898E+00 -0.89999999E+00  0.15778000E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.93977611E+00  0.29326898E+00  0.87931820E+00  0.15778000E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   50" 
 0.70017031E-01  0.40204898E+00 -0.87931820E+00  0.59779996E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.10277079E+01  0.40204898E+00  0.87931820E+00  0.59779995E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   60" 
-0.17914791E-01  0.41282897E+00 -0.87931820E+00 -0.38220009E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.11156398E+01  0.41282897E+00  0.87931820E+00 -0.38220009E+00  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   70" 
-0.10584661E+00  0.32560896E+00 -0.87931820E+00 -0.13622001E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
 0.12035716E+01  0.32560896E+00  0.87931820E+00 -0.13622001E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
ZONE T="   80" 
-0.19377844E+00  0.14038893E+00 -0.87931820E+00 -0.23422002E+01  0.10000000E+00  0.00000000E+00  0.00000000E+00
