 ZONE
 0.30046000E+00  0.74996323E+00  0.50000000E+00  0.46000000E+00 -0.73549875E-01  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45062323E+00  0.50000000E+00  0.00000000E+00  0.58645012E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79996323E+00  0.50000000E+00  0.00000000E+00 -0.73549875E-01  0.00000000E+00  0.10000000E+00
 ZONE
 0.30092000E+00  0.74985290E+00  0.50000000E+00  0.46000000E+00 -0.14709975E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45117290E+00  0.50000000E+00  0.00000000E+00  0.51290025E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79985290E+00  0.50000000E+00  0.00000000E+00 -0.14709975E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30138000E+00  0.74966903E+00  0.50000000E+00  0.46000000E+00 -0.22064963E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45164903E+00  0.50000000E+00  0.00000000E+00  0.43935037E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79966903E+00  0.50000000E+00  0.00000000E+00 -0.22064963E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30184000E+00  0.74941160E+00  0.50000000E+00  0.46000000E+00 -0.29419950E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45205160E+00  0.50000000E+00  0.00000000E+00  0.36580050E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79941160E+00  0.50000000E+00  0.00000000E+00 -0.29419950E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30230000E+00  0.74908063E+00  0.50000000E+00  0.46000000E+00 -0.36774938E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45238063E+00  0.50000000E+00  0.00000000E+00  0.29225062E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79908063E+00  0.50000000E+00  0.00000000E+00 -0.36774938E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30276000E+00  0.74867610E+00  0.50000000E+00  0.46000000E+00 -0.44129925E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45263610E+00  0.50000000E+00  0.00000000E+00  0.21870075E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79867610E+00  0.50000000E+00  0.00000000E+00 -0.44129925E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30322000E+00  0.74819803E+00  0.50000000E+00  0.46000000E+00 -0.51484913E+00  0.00000000E+00  0.10000000E+00
 0.20000000E+00  0.45281803E+00  0.50000000E+00  0.00000000E+00  0.14515087E+00  0.00000000E+00  0.10000000E+00
 0.70000000E+00  0.79819803E+00  0.50000000E+00  0.00000000E+00 -0.51484913E+00  0.00000000E+00  0.10000000E+00
 ZONE
 0.30368000E+00  0.74764640E+00  0.50000000E+00  0.46000000E+00 -0.58839900E+00  0.00000000E+00  0.10000000E+00
