 0.55500000E+00  0.55500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   15" 
 0.34800000E+00  0.34800000E+00  0.10000000E+00
 0.55200000E+00  0.55200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   16" 
 0.35100000E+00  0.35100000E+00  0.10000000E+00
 0.54900000E+00  0.54900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   17" 
 0.35100000E+00  0.35100000E+00  0.10000000E+00
 0.54900000E+00  0.54900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   18" 
 0.34800000E+00  0.34800000E+00  0.10000000E+00
 0.55200000E+00  0.55200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   19" 
 0.34500000E+00  0.34500000E+00  0.10000000E+00
 0.55500000E+00  0.55500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   20" 
 0.34200000E+00  0.34200000E+00  0.10000000E+00
 0.55800000E+00  0.55800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   21" 
 0.33900000E+00  0.33900000E+00  0.10000000E+00
 0.56100000E+00  0.56100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   22" 
 0.33600000E+00  0.33600000E+00  0.10000000E+00
 0.56400000E+00  0.56400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   23" 
 0.33300000E+00  0.33300000E+00  0.10000000E+00
 0.56700000E+00  0.56700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   24" 
 0.33000000E+00  0.33000000E+00  0.10000000E+00
 0.57000000E+00  0.57000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   25" 
 0.32700000E+00  0.32700000E+00  0.10000000E+00
 0.57300000E+00  0.57300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   26" 
 0.32400000E+00  0.32400000E+00  0.10000000E+00
 0.57600000E+00  0.57600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   27" 
 0.32100000E+00  0.32100000E+00  0.10000000E+00
 0.57900000E+00  0.57900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   28" 
 0.31800000E+00  0.31800000E+00  0.10000000E+00
 0.58200000E+00  0.58200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   29" 
 0.31500000E+00  0.31500000E+00  0.10000000E+00
 0.58500000E+00  0.58500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   30" 
 0.31200000E+00  0.31200000E+00  0.10000000E+00
 0.58800000E+00  0.58800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   31" 
 0.30900000E+00  0.30900000E+00  0.10000000E+00
 0.59100000E+00  0.59100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   32" 
 0.30600000E+00  0.30600000E+00  0.10000000E+00
 0.59400000E+00  0.59400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   33" 
 0.30300000E+00  0.30300000E+00  0.10000000E+00
 0.59700000E+00  0.59700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   34" 
 0.30000000E+00  0.30000000E+00  0.10000000E+00
 0.60000000E+00  0.60000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   35" 
 0.29700000E+00  0.29700000E+00  0.10000000E+00
 0.60300000E+00  0.60300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   36" 
 0.29400000E+00  0.29400000E+00  0.10000000E+00
 0.60600000E+00  0.60600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   37" 
 0.29100000E+00  0.29100000E+00  0.10000000E+00
 0.60900000E+00  0.60900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   38" 
 0.28800000E+00  0.28800000E+00  0.10000000E+00
 0.61200000E+00  0.61200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   39" 
 0.28500000E+00  0.28500000E+00  0.10000000E+00
 0.61500000E+00  0.61500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   40" 
 0.28200000E+00  0.28200000E+00  0.10000000E+00
 0.61800000E+00  0.61800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   41" 
 0.27900000E+00  0.27900000E+00  0.10000000E+00
 0.62100000E+00  0.62100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   42" 
 0.27600000E+00  0.27600000E+00  0.10000000E+00
 0.62400000E+00  0.62400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   43" 
 0.27300000E+00  0.27300000E+00  0.10000000E+00
 0.62700000E+00  0.62700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   44" 
 0.27000000E+00  0.27000000E+00  0.10000000E+00
 0.63000000E+00  0.63000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   45" 
 0.26700000E+00  0.26700000E+00  0.10000000E+00
 0.63300000E+00  0.63300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   46" 
 0.26400000E+00  0.26400000E+00  0.10000000E+00
 0.63600000E+00  0.63600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   47" 
 0.26100000E+00  0.26100000E+00  0.10000000E+00
 0.63900000E+00  0.63900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   48" 
 0.25800000E+00  0.25800000E+00  0.10000000E+00
 0.64200000E+00  0.64200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   49" 
 0.25500000E+00  0.25500000E+00  0.10000000E+00
 0.64500000E+00  0.64500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   50" 
 0.25200000E+00  0.25200000E+00  0.10000000E+00
 0.64800000E+00  0.64800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   51" 
 0.24900000E+00  0.24900000E+00  0.10000000E+00
 0.65100000E+00  0.65100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   52" 
 0.24600000E+00  0.24600000E+00  0.10000000E+00
 0.65400000E+00  0.65400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   53" 
 0.24300000E+00  0.24300000E+00  0.10000000E+00
 0.65700000E+00  0.65700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   54" 
 0.24000000E+00  0.24000000E+00  0.10000000E+00
 0.66000000E+00  0.66000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   55" 
 0.23700000E+00  0.23700000E+00  0.10000000E+00
 0.66300000E+00  0.66300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   56" 
 0.23400000E+00  0.23400000E+00  0.10000000E+00
 0.66600000E+00  0.66600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   57" 
 0.23100000E+00  0.23100000E+00  0.10000000E+00
 0.66900000E+00  0.66900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   58" 
 0.22800000E+00  0.22800000E+00  0.10000000E+00
 0.67200000E+00  0.67200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   59" 
 0.22500000E+00  0.22500000E+00  0.10000000E+00
 0.67500000E+00  0.67500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   60" 
 0.22200000E+00  0.22200000E+00  0.10000000E+00
 0.67800000E+00  0.67800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   61" 
 0.21900000E+00  0.21900000E+00  0.10000000E+00
 0.68100000E+00  0.68100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   62" 
 0.21600000E+00  0.21600000E+00  0.10000000E+00
 0.68400000E+00  0.68400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   63" 
 0.21300000E+00  0.21300000E+00  0.10000000E+00
 0.68700000E+00  0.68700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   64" 
 0.21000000E+00  0.21000000E+00  0.10000000E+00
 0.69000000E+00  0.69000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   65" 
 0.20700000E+00  0.20700000E+00  0.10000000E+00
 0.69300000E+00  0.69300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   66" 
 0.20400000E+00  0.20400000E+00  0.10000000E+00
 0.69600000E+00  0.69600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   67" 
 0.20100000E+00  0.20100000E+00  0.10000000E+00
 0.69900000E+00  0.69900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   68" 
 0.19800000E+00  0.19800000E+00  0.10000000E+00
 0.70200000E+00  0.70200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   69" 
 0.19500000E+00  0.19500000E+00  0.10000000E+00
 0.70500000E+00  0.70500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   70" 
 0.19200000E+00  0.19200000E+00  0.10000000E+00
 0.70800000E+00  0.70800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   71" 
 0.18900000E+00  0.18900000E+00  0.10000000E+00
 0.71100000E+00  0.71100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   72" 
 0.18600000E+00  0.18600000E+00  0.10000000E+00
 0.71400000E+00  0.71400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   73" 
 0.18300000E+00  0.18300000E+00  0.10000000E+00
 0.71700000E+00  0.71700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   74" 
 0.18000000E+00  0.18000000E+00  0.10000000E+00
 0.72000000E+00  0.72000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   75" 
 0.17700000E+00  0.17700000E+00  0.10000000E+00
 0.72300000E+00  0.72300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   76" 
 0.17400000E+00  0.17400000E+00  0.10000000E+00
 0.72600000E+00  0.72600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   77" 
 0.17100000E+00  0.17100000E+00  0.10000000E+00
 0.72900000E+00  0.72900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   78" 
 0.16800000E+00  0.16800000E+00  0.10000000E+00
 0.73200000E+00  0.73200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   79" 
 0.16500000E+00  0.16500000E+00  0.10000000E+00
 0.73500000E+00  0.73500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   80" 
 0.16200000E+00  0.16200000E+00  0.10000000E+00
 0.73800000E+00  0.73800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   81" 
 0.15900000E+00  0.15900000E+00  0.10000000E+00
 0.74100000E+00  0.74100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   82" 
 0.15600000E+00  0.15600000E+00  0.10000000E+00
 0.74400000E+00  0.74400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   83" 
 0.15300000E+00  0.15300000E+00  0.10000000E+00
 0.74700000E+00  0.74700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   84" 
 0.15000000E+00  0.15000000E+00  0.10000000E+00
 0.75000000E+00  0.75000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   85" 
 0.14700000E+00  0.14700000E+00  0.10000000E+00
 0.75300000E+00  0.75300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   86" 
 0.14400000E+00  0.14400000E+00  0.10000000E+00
 0.75600000E+00  0.75600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   87" 
 0.14100000E+00  0.14100000E+00  0.10000000E+00
 0.75900000E+00  0.75900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   88" 
 0.13800000E+00  0.13800000E+00  0.10000000E+00
 0.76200000E+00  0.76200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   89" 
 0.13500000E+00  0.13500000E+00  0.10000000E+00
 0.76500000E+00  0.76500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   90" 
 0.13200000E+00  0.13200000E+00  0.10000000E+00
 0.76800000E+00  0.76800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   91" 
 0.12900000E+00  0.12900000E+00  0.10000000E+00
 0.77100000E+00  0.77100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   92" 
 0.12600000E+00  0.12600000E+00  0.10000000E+00
 0.77400000E+00  0.77400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   93" 
 0.12300000E+00  0.12300000E+00  0.10000000E+00
 0.77700000E+00  0.77700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   94" 
 0.12000000E+00  0.12000000E+00  0.10000000E+00
 0.78000000E+00  0.78000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   95" 
 0.11700000E+00  0.11700000E+00  0.10000000E+00
 0.78300000E+00  0.78300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   96" 
 0.11400000E+00  0.11400000E+00  0.10000000E+00
 0.78600000E+00  0.78600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   97" 
 0.11100000E+00  0.11100000E+00  0.10000000E+00
 0.78900000E+00  0.78900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   98" 
 0.10800000E+00  0.10800000E+00  0.10000000E+00
 0.79200000E+00  0.79200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="   99" 
 0.10500000E+00  0.10500000E+00  0.10000000E+00
 0.79500000E+00  0.79500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  100" 
 0.10200000E+00  0.10200000E+00  0.10000000E+00
 0.79800000E+00  0.79800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  101" 
 0.98999997E-01  0.98999997E-01  0.10000000E+00
 0.80100000E+00  0.80100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  102" 
 0.95999997E-01  0.95999997E-01  0.10000000E+00
 0.80400000E+00  0.80400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  103" 
 0.92999997E-01  0.92999997E-01  0.10000000E+00
 0.80700000E+00  0.80700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  104" 
 0.89999997E-01  0.89999997E-01  0.10000000E+00
 0.81000000E+00  0.81000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  105" 
 0.86999997E-01  0.86999997E-01  0.10000000E+00
 0.81300000E+00  0.81300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  106" 
 0.83999997E-01  0.83999997E-01  0.10000000E+00
 0.81600000E+00  0.81600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  107" 
 0.80999997E-01  0.80999997E-01  0.10000000E+00
 0.81900000E+00  0.81900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  108" 
 0.77999997E-01  0.77999997E-01  0.10000000E+00
 0.82200000E+00  0.82200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  109" 
 0.74999997E-01  0.74999997E-01  0.10000000E+00
 0.82500000E+00  0.82500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  110" 
 0.71999997E-01  0.71999997E-01  0.10000000E+00
 0.82800000E+00  0.82800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  111" 
 0.68999997E-01  0.68999997E-01  0.10000000E+00
 0.83100000E+00  0.83100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  112" 
 0.65999997E-01  0.65999997E-01  0.10000000E+00
 0.83400000E+00  0.83400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  113" 
 0.62999996E-01  0.62999996E-01  0.10000000E+00
 0.83700000E+00  0.83700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  114" 
 0.59999996E-01  0.59999996E-01  0.10000000E+00
 0.84000000E+00  0.84000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  115" 
 0.56999996E-01  0.56999996E-01  0.10000000E+00
 0.84300000E+00  0.84300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  116" 
 0.53999996E-01  0.53999996E-01  0.10000000E+00
 0.84600000E+00  0.84600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  117" 
 0.50999996E-01  0.50999996E-01  0.10000000E+00
 0.84900000E+00  0.84900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  118" 
 0.47999996E-01  0.47999996E-01  0.10000000E+00
 0.85200000E+00  0.85200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  119" 
 0.44999996E-01  0.44999996E-01  0.10000000E+00
 0.85500000E+00  0.85500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  120" 
 0.41999996E-01  0.41999996E-01  0.10000000E+00
 0.85800000E+00  0.85800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  121" 
 0.38999996E-01  0.38999996E-01  0.10000000E+00
 0.86100000E+00  0.86100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  122" 
 0.35999996E-01  0.35999996E-01  0.10000000E+00
 0.86400000E+00  0.86400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  123" 
 0.32999996E-01  0.32999996E-01  0.10000000E+00
 0.86700000E+00  0.86700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  124" 
 0.29999996E-01  0.29999996E-01  0.10000000E+00
 0.87000000E+00  0.87000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  125" 
 0.26999996E-01  0.26999996E-01  0.10000000E+00
 0.87300000E+00  0.87300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  126" 
 0.23999996E-01  0.23999996E-01  0.10000000E+00
 0.87600000E+00  0.87600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  127" 
 0.20999996E-01  0.20999996E-01  0.10000000E+00
 0.87900000E+00  0.87900000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  128" 
 0.17999996E-01  0.17999996E-01  0.10000000E+00
 0.88200000E+00  0.88200000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  129" 
 0.14999996E-01  0.14999996E-01  0.10000000E+00
 0.88500000E+00  0.88500000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  130" 
 0.11999996E-01  0.11999996E-01  0.10000000E+00
 0.88800000E+00  0.88800000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  131" 
 0.89999957E-02  0.89999957E-02  0.10000000E+00
 0.89100000E+00  0.89100000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
ZONE T="  132" 
 0.89999957E-02  0.89999957E-02  0.10000000E+00
 0.89400000E+00  0.89400000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
-0.10000000E+00 -0.10000000E+00  0.10000000E+00
ZONE T="  133" 
 0.11999996E-01  0.11999996E-01  0.10000000E+00
 0.89700000E+00  0.89700000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
-0.10000000E+00 -0.10000000E+00  0.10000000E+00
ZONE T="  134" 
 0.14999996E-01  0.14999996E-01  0.10000000E+00
 0.90000000E+00  0.90000000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
-0.10000000E+00 -0.10000000E+00  0.10000000E+00
ZONE T="  135" 
 0.17999996E-01  0.17999996E-01  0.10000000E+00
 0.90300000E+00  0.90300000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
-0.10000000E+00 -0.10000000E+00  0.10000000E+00
ZONE T="  136" 
 0.20999996E-01  0.20999996E-01  0.10000000E+00
 0.90600000E+00  0.90600000E+00  0.10000000E+00
 0.79000000E+00  0.79000000E+00  0.10000000E+00
-0.10000000E+00 -0.10000000E+00  0.10000000E+00
